Rank	Word	PoS	Collins	Tag	Definition
6407	exaggerate	v	2	cet4 cet6 ky toefl ielts	vt. 使增大；使扩大
6415	seventeen	m	5	cet4 cet6 zk gk	n. 十七，十七个
6417	volcano	n	2	cet4 cet6 ky toefl ielts gk	n. 火山
6419	greeting	n	1	cet4 cet6 ky zk gk	n. 问候，招呼；祝贺
6420	jealous	j	2	cet4 cet6 ky toefl ielts	adj. 妒忌的；唯恐失去的；猜疑的；戒备的
6424	swamp	n	2	cet4 cet6 ky toefl ielts	n. 沼泽；湿地
6425	rebellion	n	2	cet4 cet6 ky toefl	n. 叛乱；反抗；谋反；不服从
6429	dash	n	2	cet4 cet6 ky ielts gk	n. 破折号；冲撞
6431	communist	j	4	cet4 cet6 gk	n. 共产主义者；共产党员
6438	sore	j	2	cet4 cet6 ky ielts	adj. 剧烈的，极度的；疼痛的，痛心的；恼火的，发怒的；厉害的，迫切的
6440	deliberate	j	3	cet4 cet6 ky toefl ielts	adj. 故意的；从容的；深思熟虑的
6446	usage	n	1	cet4 cet6 ky ielts	n. 用法；使用；惯例
6449	erect	v	2	cet4 cet6 ky toefl ielts	vt. 使竖立；建造；安装
6454	nephew	n	1	cet4 cet6 ky gk	n. 侄子；外甥
6455	glare	v	2	cet4 cet6 ky toefl ielts gk	n. 刺眼；耀眼的光；受公众注目
6460	fertilizer	n	2	cet4 cet6 ky toefl	n. 肥料；受精媒介物；促进发展者
6464	altitude	n	1	cet4 cet6 ky toefl ielts gk	n. 高度；高地；[数]顶垂线；（等级和地位等的）高级
6475	handy	j	2	cet4 cet6 ky toefl ielts gk	adj. 手边的，就近的；便利的；容易取得的；敏捷的
6483	collaborate	v	1	cet4 cet6 ky toefl	vi. 合作；勾结，通敌
6484	succession	n	2	cet4 cet6 ky ielts	n. 连续；继位；继承权；[农业]轮栽
6489	cement	n	2	cet4 cet6 ky ielts	vt. 巩固，加强；用水泥涂；接合
6492	recite	v	1	cet4 cet6 ky ielts zk gk	vt. 背诵；叙述；列举
6500	interference	n	2	cet4 cet6 ky toefl	n. 干涉；干扰，冲突
6507	spoil	v	2	cet4 cet6 ky toefl ielts	vt. 溺爱；糟蹋；掠夺
6519	darling	n	2	cet4 ky	n. 心爱的人；亲爱的
6526	blossom	n	2	cet4 cet6 ky toefl ielts	vi. 开花；兴旺；发展成
6527	temper	n	2	cet4 cet6 ky toefl ielts	n. 脾气；（钢等）回火；性情；倾向
6532	accessory	n	2	cet4 cet6 ky toefl ielts	n. 附件；配件；从犯
6538	indirect	j	2	cet4 cet6	adj. 间接的；迂回的；非直截了当的
6539	spacecraft	n	1	cet4 cet6 ky toefl	n. 宇宙飞船，航天器
6550	spur	v	3	cet4 cet6 ky toefl ielts	n. 马刺；鼓舞，刺激；山坡
6563	whistle	n	2	cet4 cet6 ky ielts gk	n. 口哨；啸啸声；汽笛
6572	sew	v	1	cet4 cet6 ky toefl gk	vt. 缝合，缝上；缝纫
6575	unpleasant	j	2	cet4 cet6 gk	adj. 使人不愉快的；讨厌的
6585	muddy	j	1	cet4 cet6 gk	adj. 泥泞的；模糊的；混乱的
6593	leverage	n	2	cet4	n. 杠杆作用；杠杆效率；手段，影响力
6598	sticky	j	2	cet4 cet6 ky toefl	adj. 粘的；粘性的
6609	keen	j	3	cet4 cet6 ky toefl ielts	adj. 敏锐的，敏捷的；热心的；锐利的；渴望的；强烈的
6610	orient	v	1	cet4 cet6 ky toefl	vt. 确定方向；使朝东；使适应
6612	imaginary	j	1	cet4 cet6 ky toefl	adj. 虚构的，假想的；想像的；虚数的
6613	mathematical	j	2	cet4 cet6 ky	adj. 数学的，数学上的；精确的
6619	pillar	n	2	cet4 cet6 ky toefl ielts	n. 柱子，柱形物；栋梁；墩
6620	adhere	v	2	cet4 cet6 ky toefl ielts	vi. 坚持；粘着；依附；追随
6626	parlor	n		cet4	n. 客厅；会客室；业务室
6627	uneasy	j	2	cet4 cet6 ky ielts	adj. 不舒服的；心神不安的；不稳定的
6636	carriage	n	2	cet4 cet6 ky toefl gk	n. 四轮马车；客车厢；运费；运输；举止
6639	messenger	n	1	cet4 cet6 ky	n. 报信者，送信者；先驱
6642	pavement	n	2	cet4 cet6 ky ielts	n. 人行道
6643	moist	j	1	cet4 cet6 ky toefl ielts	adj. 潮湿的；多雨的；含泪的
6645	tractor	n	1	cet4 cet6 ky toefl ielts gk	n. 拖拉机；牵引机
6649	postpone	v	2	cet4 cet6 ky toefl ielts gk	vt. 使…延期；把…放在次要地位；把…放在后面
6652	helpless	j	2	cet4 cet6 toefl	adj. 无助的；没用的；无能的
6660	velocity	n	1	cet4 cet6 ky toefl ielts	n. 速率；迅速；周转率
6664	noisy	j	2	cet4 cet6 ky toefl ielts gk	adj. 嘈杂的；喧闹的；聒噪的
6671	insult	n	2	cet4 cet6 ky toefl ielts	vt. 侮辱；辱骂；损害
6673	spontaneous	j	2	cet4 cet6 ky toefl ielts	adj. 自发的；自然的；无意识的
6680	bloom	n	2	cet4 cet6 ky toefl ielts	n. 花；青春；旺盛
6681	slender	j	1	cet4 cet6 ky toefl ielts	adj. 微薄的；苗条的；细长的
6688	necklace	n	1	cet4 cet6 ky gk	n. 项链
6693	perfume	n	2	cet4 cet6 ky toefl ielts gk	n. 香水；香味
6699	flock	n	2	cet4 cet6 ky toefl ielts	n. 群；棉束（等于floc）
6701	refine	v	1	cet4 cet6 ky toefl ielts	vt. 精炼，提纯；使…文雅；改善
6711	oval	j	2	cet4 cet6 ky toefl ielts gk	adj. 卵形的；椭圆的
6714	canoe	n	1	cet4 cet6 ky toefl	n. 独木舟；轻舟
6719	voyage	n	2	cet4 cet6 ky toefl gk	n. 航行；航程；旅行记
6728	swift	j	2	cet4 cet6 ky toefl ielts gk	n. 褐雨燕
6732	undo	v	1	cet4 cet6 ky toefl ielts gk	vt. 解开；取消；破坏；扰乱
6739	intimidate	v	2	cet4 cet6 ky toefl ielts	vt. 恐吓，威胁；胁迫
6740	grandson	n	1	cet4 cet6 zk gk	n. 孙子；外孙
6747	lace	n	2	cet4 cet6 ky toefl ielts	n. 花边；鞋带；饰带；少量烈酒
6750	lord	n	4	cet4 cet6 ky	n. 上帝；主
6762	violin	n	2	cet4 cet6 ky zk gk	n. 小提琴；小提琴手
6766	resistant	j	2	cet4 cet6 ky toefl ielts	adj. 抵抗的，反抗的；顽固的
6769	rag	n	2	cet4 cet6 ky gk	n. 破布；碎屑
6779	liar	n	1	cet4 cet6	n. 说谎的人
6785	vest	n	2	cet4 cet6 ky gk	n. 背心；汗衫
6787	inquire	v	2	cet4 cet6 ielts	vt. 询问；问明；查究
6792	oblige	v	2	cet4 cet6 ky toefl ielts	vt. 强制；赐，施恩惠；迫使；责成
6796	splash	v	2	cet4 cet6 ky toefl ielts	vt. 溅，泼；用...使液体飞溅
6815	stain	n	2	cet4 cet6 ky toefl ielts gk	vt. 沾污；败坏；给…着色
6822	clap	v	1	cet4 cet6 ky toefl zk gk	vi. 鼓掌，拍手；啪地关上
6827	rude	j	2	cet4 cet6 ky gk	adj. 粗鲁的；无礼的；狂暴的；未开化的
6832	deepen	v	2	cet4 cet6	vt. 使加深；使强烈；使低沉
6835	landlord	n	2	cet4 cet6 ky	n. 房东，老板；地主
6840	conquer	v	2	cet4 cet6 ky toefl ielts	vt. 战胜，征服；攻克，攻取
6850	width	n	1	cet4 cet6 ky ielts	n. 宽度；广度
6853	fetch	v	2	cet4 cet6 ky ielts zk gk	vt. 接来；到达；取来；吸引
6855	circular	j	2	cet4 cet6 ky toefl	adj. 圆形的；循环的；间接的
6857	weary	j	2	cet4 cet6 ky toefl ielts	adj. 疲倦的；厌烦的；令人厌烦的
6858	vacant	j	1	cet4 cet6 ky toefl gk	adj. 空的；空闲的；空缺的；空虚的；茫然的
6860	deaf	j	2	cet4 ky ielts zk gk	adj. 聋的
6865	tiger	n	1	cet4 cet6 ky zk gk	n. 老虎；凶暴的人
6869	hillside	n	1	cet4 cet6 gk	n. 山坡，山腹；山腰
6877	mourn	v	1	cet4 cet6 ky ielts gk	v. 哀悼；服丧；忧伤
6879	scarce	j	2	cet4 cet6 ky toefl ielts	adj. 缺乏的，不足的；稀有的
6881	probable	j	1	cet4 cet6 ky gk	adj. 很可能的；可信的
6887	definite	j	2	cet4 cet6 ky toefl ielts	adj. 确切的；一定的
6893	gradual	j	3	cet4 cet6 ky ielts	adj. 逐渐的；平缓的
6894	nowadays	r	2	cet4 cet6 ky toefl gk	adv. 现今；时下
6914	navy	n	3	cet4 cet6 ky gk	n. 海军
6916	dislike	v	2	cet4 cet6 ky gk	vt. 不喜欢，厌恶
6926	synthetic	j	1	cet4 cet6 ky toefl ielts	adj. 合成的，人造的；综合的
6927	paradise	n	2	cet4 cet6 ielts	n. 天堂
6933	restrain	v	2	cet4 cet6 ky toefl ielts	vt. 抑制，控制；制止；约束
6943	wholly	r	2	cet4 cet6 ky	adv. 完全地；全部；统统
6948	lodge	v	2	cet4 cet6 ky toefl ielts	n. 门房；旅馆；集会处；山林小屋
6949	pierce	v	2	cet4 cet6 ky toefl ielts	vt. 刺穿；洞察；响彻；深深地打动
6958	atmospheric	j	1	cet4 cet6 ielts	adj. 大气的，大气层的
6959	pear	n	1	cet4 cet6 ky zk gk	n. 梨树；梨子
6970	infinite	j	2	cet4 cet6 ky ielts	adj. 无限的，无穷的；无数的；极大的
6977	intermediate	j	2	cet4 cet6 ky toefl ielts	vi. 起媒介作用
6979	lunar	j	1	cet4 cet6 ky toefl ielts	adj. 银的；微亮的；阴历的；月亮的，月球的
6980	sincere	j	2	cet4 cet6 ky ielts	adj. 真诚的；诚挚的；真实的
6981	pluck	v	1	cet4 cet6 toefl	n. 勇气；内脏；快而猛的拉
6986	utter	v	2	cet4 cet6 ky toefl	vt. 发出，表达；发射
6995	submarine	n	2	cet4 cet6 ky toefl ielts	n. 潜水艇；海底生物
6996	ditch	n	2	cet4 cet6 ky toefl ielts	vt. 在…上掘沟；把…开入沟里；[俚]丢弃
6999	loaf	n	1	cet4 cet6 ky ielts gk	n. 块；条，一条面包；游荡
7001	secondly	r	2	cet4 cet6	adv. 其次；第二
7004	dispose	v	2	cet4 cet6 ky toefl ielts	vt. 处理；处置；安排
7005	cushion	n	2	cet4 cet6 ky toefl ielts gk	n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
7007	princess	n	4	cet4 cet6 ky	n. 王妃；公主；女巨头
7011	squirrel	n	1	cet4 cet6 ky toefl gk	n. 松鼠；松鼠毛皮
7028	evacuate	v	2	cet4 cet6 ky toefl ielts	vt. 排泄；疏散，撤退
7036	hardship	n	2	cet4 cet6 ky toefl gk	n. 困苦；苦难；艰难险阻
7039	claw	n	1	cet4 cet6 ky toefl gk	n. 爪；螯，钳；爪形器具
7049	marvelous	j		cet4 ky toefl ielts	
7053	reliance	n		cet4 cet6 ky toefl	n. 信心；信赖；受信赖的人或物
7057	chess	n	2	cet4 cet6 ky zk gk	n. 国际象棋，西洋棋
7061	camel	n	1	cet4 cet6 ky toefl zk gk	n. 骆驼；打捞浮筒；工作作风官僚
7063	nucleus	n	1	cet4 cet6 ky toefl ielts	n. 核，核心；原子核
7072	worthwhile	j	2	cet4 cet6 ky ielts gk	adj. 值得做的，值得花时间的
7075	bud	n	2	cet4 cet6 ky toefl ielts	n. 芽，萌芽；蓓蕾
7085	apparatus	n	1	cet4 cet6 ky ielts	n. 装置，设备；器官；仪器
7086	withstand	v	1	cet4 cet6 ky toefl ielts	vt. 抵挡；反抗；禁得起
7087	expel	v	2	cet4 cet6 ky toefl ielts	vt. 驱逐；开除
7095	scarcely	r	2	cet4 cet6 ky toefl ielts	adv. 简直没有；几乎不，简直不
7099	lumber	n	1	cet4 cet6 ky toefl	vi. 伐木；喧闹地向前走；笨重地行动，缓慢地移动
7101	cabbage	n	2	cet4 ky zk gk	n. 卷心菜，甘蓝菜，（俚）脑袋
7114	earnest	j	2	cet4 cet6 ky toefl	adj. 认真的，热心的；重要的
7117	simplicity	n	1	cet4 cet6 ky toefl	n. 朴素；简易；天真；愚蠢
7122	autobiography	n	2	cet4 toefl	n. 自传；自传文学
7151	vase	n	1	cet4 cet6 ky gk	n. 花瓶；瓶
7154	staircase	n	1	cet4 cet6 ky toefl	n. 楼梯
7175	gratitude	n	1	cet4 cet6 ky toefl ielts	n. 感谢的心情
7176	emperor	n	2	cet4 cet6 ky ielts gk	n. 皇帝，君主
7193	cafeteria	n	1	cet4 cet6 ky ielts gk	n. 自助餐厅
7201	heap	n	2	cet4 cet6 ky ielts gk	n. 累积；堆；许多
7204	glide	v	1	cet4 cet6 ky toefl ielts	n. 滑翔；滑行；滑移；滑音
7205	pave	v	2	cet4 cet6 ky toefl ielts	vt. 铺设；安排；作铺设之用
7207	communism	n		cet4 cet6 ky gk	n. 共产主义
7208	preceding	j		cet4 cet6 ky toefl ielts	adj. 在前的；前述的
7209	precaution	n	2	cet4 cet6 ky toefl ielts	n. 预防，警惕；预防措施
7211	fry	n	3	cet4 cet6 ky ielts gk	n. 鱼苗；油炸食物
7218	unstable	j	1	cet4 cet6 toefl	adj. 不稳定的；动荡的；易变的
7231	scout	n	1	cet4 cet6 ky toefl ielts	n. 侦察机；侦察员；搜索，侦察
7235	insufficient	j	2	cet4 cet6 toefl	adj. 不足的，不充足的
7263	embarrass	v	2	cet4 cet6 ky toefl ielts gk	vt. 使局促不安；使困窘；阻碍
7277	arouse	v	2	cet4 cet6 ky toefl ielts	vt. 引起；鼓励；唤醒
7283	unload	v	1	cet4 cet6 ky toefl	vt. 卸；摆脱…之负担；倾销
7285	affluent	j	1	cet4 ky toefl	adj. 富裕的；丰富的；流畅的
7294	groan	v	2	cet4 cet6 ky ielts	vi. 呻吟；抱怨；发吱嘎声
7305	torch	n	2	cet4 cet6 ky ielts	n. 火把，火炬；手电筒；启发之物
7308	hay	n	1	cet4 cet6 ky toefl gk	n. 干草
7317	mistress	n	2	cet4 cet6 ky	n. 情妇；女主人；主妇；女教师；女能人
7324	wreck	n	2	cet4 cet6 ky toefl ielts	n. 失事；残骸；破坏；[口]失去健康的人
7336	pearl	n	2	cet4 cet6 ky toefl	n. 珍珠；杰出者；珍珠色；珍品
7338	dusk	n	1	cet4 cet6 ky gk	n. 黄昏，薄暮；幽暗，昏暗
7357	wax	n	2	cet4 cet6 ky toefl ielts gk	n. 蜡；蜡状物
7360	sob	v	1	cet4 cet6 ky gk	vi. 啜泣，呜咽；（风等）发出呜咽声
7361	trousers	n	2	cet4 cet6 ky ielts zk gk	n. 裤子，长裤
7367	socialism	n	2	cet4 cet6 ky gk	n. 社会主义
7368	graceful	j	1	cet4 cet6 ky toefl	adj. 优美的；优雅的
7369	puppet	n	1	cet4 cet6 ky	n. 傀儡；木偶；受他人操纵的人
7388	throne	n	2	cet4 cet6 ky	n. 王座；君主；王权
7399	glue	n	2	cet4 cet6 ky toefl ielts gk	vt. 粘合；似胶般固着于
7406	mankind	n	1	cet4 cet6 ky gk	n. 人类；男性
7407	incorrect	j	1	cet4 cet6 gk	adj. 错误的，不正确的；不真实的；不适当的
7412	turbine	n	1	cet4 cet6 ky	n. 涡轮；涡轮机
7418	baggage	n	1	cet4 ky toefl ielts gk	n. 辎重（军队的）；行李
7429	veil	n	1	cet4 cet6 ky toefl ielts	n. 面纱；面罩；遮蔽物；托词
7432	restless	j	2	cet4 cet6 ky ielts	adj. 焦躁不安的；不安宁的；得不到满足的
7443	sunrise	n	1	cet4 cet6 ky toefl gk	n. 日出；黎明
7447	cheerful	j	2	cet4 cet6 ielts gk	adj. 高兴的；快乐的；愉快的
7458	diagram	n	1	cet4 cet6 ky toefl ielts gk	n. 图表；图解
7459	comb	v	1	cet4 cet6 ky gk	n. 鸡冠；梳子；蜂巢
7460	luggage	n	1	cet4 cet6 ky gk	n. 行李；皮箱
7461	elimination	n		cet4 cet6 toefl	n. 除去；消除；淘汰
7464	friction	n	1	cet4 cet6 ky toefl ielts gk	n. 摩擦，摩擦力
7465	furnish	v	1	cet4 cet6 ky toefl ielts	vt. 供应；提供；装备
7469	prosperous	j	1	cet4 cet6 ky toefl	adj. 繁荣的；兴旺的
7485	ignorant	j	2	cet4 cet6 ky toefl	adj. 无知的；愚昧的
7490	disguise	v	2	cet4 cet6 ky ielts	vt. 假装；掩饰；隐瞒
7491	tick	v	2	cet4 cet6 ky ielts gk	vt. 标记号于；滴答地记录
7494	hatch	n	2	cet4 cet6 ky toefl ielts gk	n. 舱口；孵化
7505	sideways	r	1	cet4 cet6 ky toefl gk	adv. 向侧面地；向一旁
7511	cathedral	n	2	cet4 cet6 ky toefl ielts gk	n. 大教堂
7517	selfish	j	2	cet4 cet6 ky toefl gk	adj. 自私的；利己主义的
7525	keeper	n	2	cet4 cet6 gk	n. 看守人；监护人；管理人；饲养员
7541	vibration	n		cet4 cet6 toefl	n. 振动；犹豫；心灵感应
7545	sickness	n	2	cet4 cet6 toefl ielts gk	n. 疾病；呕吐；弊病
7548	hollow	j	2	cet4 cet6 ky toefl	adj. 空的；凹的；虚伪的；中空的，空腹的
7550	sober	j	2	cet4 cet6 ky toefl ielts	adj. 冷静的，清醒的；未醉的
7551	sleepy	j	1	cet4 cet6 ielts zk gk	adj. 困乏的；欲睡的；不活跃的
7553	saw	n	1	cet4 cet6 ky	vt. 锯；锯开；锯成
7555	youthful	j	1	cet4 cet6	adj. 年轻的
7559	comrade	n	1	cet4 cet6 ky gk	n. 同志；伙伴
7560	rainbow	n	2	cet4 cet6 ky toefl gk	n. 彩虹；五彩缤纷的排列；幻想
7564	merry	j	2	cet4 cet6 ky gk	adj. 愉快的；微醉的；嬉戏作乐的
7567	corresponding	j		cet4 cet6 ky toefl ielts	adj. 通信的；一致的；相当的，相应的
7569	nap	n	1	cet4 cet6 ky ielts	n. 小睡，打盹儿；细毛；孤注一掷
7572	impatient	j	2	cet4 cet6 ky toefl	adj. 焦躁的；不耐心的
7575	presently	r	1	cet4 cet6 ky	adv. 不久；（美）目前
7576	starve	v	2	cet4 cet6 ky toefl ielts gk	vi. 饿死；挨饿；渴望
7579	razor	n	1	cet4 cet6 ky gk	vt. 剃，用剃刀刮
7585	fertile	j	2	cet4 cet6 ky toefl ielts	adj. 富饶的，肥沃的；能生育的
7591	disgust	n	2	cet4 cet6 ky toefl ielts	n. 厌恶，嫌恶
7603	fox	n	2	cet4 cet6 ky zk gk	vt. [口]欺骗；使变酸
7607	rainy	j	1	cet4 cet6 zk gk	adj. 多雨的；下雨的
7608	niece	n	1	cet4 cet6 ky gk	n. 外甥女，侄女
7609	layout	n	1	cet4 cet6 ky toefl ielts	n. 布局；设计；安排；陈列
7613	eighty	m	5	cet4 ky zk gk	n. 八十；八十岁；八十年代
7614	hamburger	n	1	cet4 cet6 ky toefl zk gk	n. 汉堡包，汉堡；牛肉饼，肉饼；碎牛肉
7615	upright	r	2	cet4 cet6 ky toefl ielts	adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的
7619	accidental	j	2	cet4 cet6 ky toefl	adj. 意外的；偶然的；附属的；[音]临时记号的
7625	lever	n	1	cet4 cet6 ky ielts	n. 杠杆；控制杆
7628	liner	n	2	cet4 cet6 ky ielts	n. 班轮，班机；衬垫；画线者
7629	librarian	n	1	cet4 cet6 ky toefl gk	n. 图书管理员；图书馆员
7631	liberate	v	3	cet4 cet6 ky toefl gk	vt. 解放；释放；放出
7654	inferior	j	2	cet4 cet6 ky toefl ielts	adj. 下级的，下等的；差的；自卑的
7660	orphan	n	1	cet4 cet6 ky	adj. 孤儿的；无双亲的
7667	inn	n	2	cet4 cet6 ky gk	n. 旅馆；客栈
7669	colonel	n	3	cet4 cet6 ky toefl	n. 陆军上校
7673	reel	v	3	cet4 cet6 ky toefl ielts	vi. 眩晕；卷；蹒跚地走；退缩
7674	enlarge	v	2	cet4 cet6 ky gk	vi. 扩大；放大；详述
7691	bathe	v	2	cet4 ky ielts gk	vt. 沐浴；用水洗
7695	arbitrary	j	1	cet4 cet6 ky toefl ielts gk	adj. 任意的；武断的；专制的
7697	outdoors	r	1	cet4 cet6 toefl gk	adv. 在户外
7699	conjunction	i	2	cet4 cet6 ky toefl ielts	n. [语]连接词；结合；同时发生
7722	agony	n	2	cet4 cet6 ky ielts	n. 极大的痛苦；苦恼；临死的挣扎
7723	accustom	v	1	cet4 cet6 ky toefl	vt. 使习惯于
7730	feasible	j	1	cet4 cet6 ky toefl ielts	adj. 可行的；可能的；可实行的
7731	applicable	j	1	cet4 cet6 ky	adj. 可应用的；可适用的；合适的
7738	reap	v	1	cet4 cet6 ky toefl ielts	vt. 收割；收获，获得
7750	oneself	p	1	cet4 ky zk gk	pron. 自己；亲自
7759	paste	n	1	cet4 cet6 ky	vt. 张贴，裱糊；用浆糊粘
7760	premier	j	3	cet4 cet6 ky gk	adj. 第一的；最初的
7766	Mediterranean	j	2	cet4 cet6	n. 地中海
7768	reign	n	2	cet4 cet6 ky toefl ielts	vi. 统治；盛行；支配；君临
7773	bruise	n	2	cet4 cet6 ky toefl ielts	n. 擦伤；挫伤；青肿
7782	moan	v	2	cet4 cet6 ky	vi. 呻吟；抱怨，悲叹
7783	procession	n	2	cet4 cet6 ky	n. 队伍，行列；一列，一排；列队行进
7788	lessen	v	1	cet4 cet6	vt. 使…变小；使…减轻；使…变少
7790	conquest	n	1	cet4 cet6 ky ielts	n. 征服，战胜；战利品
7797	fashionable	j	2	cet4 cet6 ky toefl	adj. 流行的；时髦的；上流社会的
7804	infamous	j	1	cet4 toefl	adj. 无耻的；声名狼藉的；邪恶的；不名誉的
7808	cellar	n	1	cet4 cet6 ky toefl ielts gk	n. 地窖；酒窖；地下室
7824	masterpiece	n	2	cet4 cet6 ky toefl ielts	n. 杰作；绝无仅有的人
7827	roast	v	2	cet4 cet6 ky toefl ielts gk	vt. 烤，焙；烘，烘烤；暴露于某种热力下以得温暖
7835	kindness	n	1	cet4 cet6 ky gk	n. 仁慈；好意；友好的行为
7843	splendid	j	2	cet4 cet6 ky toefl ielts gk	adj. 辉煌的；极好的；灿烂的；杰出的
7858	slippery	j	1	cet4 cet6 ky toefl ielts	adj. 滑的；狡猾的；不稳定的
7870	ache	v	2	cet4 ky zk gk	vi. 疼痛；渴望
7874	wicked	j	2	cet4 cet6 ky ielts	adj. 邪恶的；顽皮的；恶劣的；不道德的
7877	parcel	n	2	cet4 cet6 ky ielts gk	n. 包裹，小包
7887	ornament	n	1	cet4 cet6 ky toefl ielts	n. 装饰；装饰物；教堂用品
7888	orderly	j	1	cet4 cet6 ky toefl ielts	adj. 整齐的；值班的；有秩序的
7891	pinch	v	2	cet4 cet6 ky toefl ielts	vt. 捏；勒索；使苦恼；掐掉某物，修剪
7892	nationality	n	2	cet4 cet6 ky toefl ielts gk	n. 国籍，国家；民族；部落
7906	sunshine	n	2	cet4 cet6 ky toefl gk	n. 阳光；愉快；晴天；快活
7915	cubic	j	1	cet4 cet6 toefl gk	adj. 立方体的，立方的
7947	tailor	v	2	cet4 cet6 ky toefl gk	vt. 剪裁；使合适
7950	brighten	v	1	cet4 toefl	vi. 变亮；活跃；明亮；快乐高兴
7962	nineteen	m	5	cet4 ky zk gk	num. 十九
7967	comprehension	n	1	cet4 cet6 ky toefl gk	n. 包含；理解
7968	compute	v	1	cet4 cet6 ky toefl ielts	vt. 计算；估算；用计算机计算
7972	amongst	i	2	cet4	prep. 在…之中；在…当中（等于among）
7991	geometry	n	1	cet4 cet6 ky toefl ielts gk	n. 几何学
7994	knob	n	1	cet4 cet6 ky ielts	n. 把手；瘤；球形突出物
8011	tablet	n	2	cet4 cet6 ky ielts	n. 碑；药片；小块；写字板
8035	seventy	m	5	cet4 cet6 zk gk	n. 七十；七十个；七十岁；七十年代
8042	evaporate	v	1	cet4 cet6 ky toefl ielts	vt. 使……蒸发；使……脱水；使……消失
8047	volleyball	n	1	cet4 cet6 ky zk gk	n. 排球
8050	coarse	j	2	cet4 cet6 ky toefl ielts	adj. 粗糙的；下等的；粗俗的
8054	radioactive	j	2	cet4 cet6 ky gk	adj. 放射性的；有辐射的
8055	graph	n	1	cet4 cet6 ky toefl ielts gk	n. [数]图表；曲线图
8058	spelling	n	1	cet4 cet6 ky gk	n. 拼法；拼字；拼写
8072	gulf	n		cet4 cet6 ky toefl	n. 海湾；深渊；漩涡；分歧
8074	hawk	n	2	cet4 cet6 ky ielts gk	vt. 捕捉；咳出；兜售，沿街叫卖
8077	aviation	n	2	cet4 cet6 ky toefl ielts	n. 航空；飞行术；飞机制造业
8080	mercury	n	1	cet4 cet6 ky toefl	n. 水银；水银柱；精神
8081	decay	n	2	cet4 cet6 ky toefl ielts	vi. 腐烂，腐朽；衰退，衰减
8084	conserve	v	2	cet4 cet6 ky toefl ielts	vt. 保存；将…做成蜜饯；使守恒
8085	hen	n	2	cet4 ky zk gk	n. 母鸡；雌禽；女人
8086	hopeless	j	2	cet4 cet6 gk	adj. 绝望的；不可救药的
8090	fasten	v	1	cet4 cet6 ky toefl gk	vt. 扎牢；使固定；集中于；强加于
8099	specially	r	1	cet4 cet6	adv. 特别地；专门地
8100	durable	j	2	cet4 cet6 ky toefl ielts	adj. 耐用的，持久的
